标题,薪资,地点,经验,学历,岗位标签,岗位福利,公司名称,所属行业,融资情况,公司规模,公司规模1,SQL,PYTHON,R,EXCEL,SAS,HIVE,SPSS,PPT,BI,HADOOP,TABLEAU,SPARK,MYSQL,JAVA,ORACLE,LINUX,OFFICE,MATLAB,SVM,ERP,SCALA,PANDAS,NLP,TENSORFLOW,INSIGHTS,POWERBI,MONGODB,GEKKO,HBASE
售前数据分析师,10k-20k,深圳 ,经验1-3年 ,本科及以上 ,"大数据,金融,数据挖掘,数据分析","大数据,D轮+,14薪+,弹性工作",极光,企业服务,上市公司,复星昆仲，IDG，Mandra capital(B轮),,T,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,6k-12k,深圳 ,经验3-5年 ,本科及以上 ,"SPSS,SQL,可视化,数据分析",发展前景好、晋升空间大,博函技术,"移动互联网,企业服务",不需要融资,15-50人,15-50人,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析产品经理,15k-25k,深圳 ,经验不限 ,本科及以上 ,"保险,互联网金融",大平台,平安产险,金融,上市公司,2000人以上,2000人以上,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
大数据分析师,4k-7k,深圳 ,经验不限 ,大专及以上 ,"数据挖掘,数据仓库,数据分析,Oracle",五险一金 周末双休 团建活动,恒实网络,移动互联网,未融资,50-150人,50-150人,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
银行数据分析岗位,10k-20k,深圳 ,经验不限 ,本科及以上 ,大数据,五险一金，带薪年假，出差补贴,长亮科技,企业服务,上市公司,2000人以上,2000人以上,T,T,T,F,T,F,F,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F
征信数据分析师,8k-15k,深圳 ,经验不限 ,学历不限 ,"数据分析,MySQL,Spark,Hive",平台大，薪资高,美利金融,金融,B轮,2000人以上,2000人以上,F,T,F,F,F,T,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析中级经理,20k-35k,深圳 ,经验1-3年 ,本科及以上 ,数据分析,"金融,科技",招商证券信息技术中心,"企业服务,其他",上市公司,2000人以上,2000人以上,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析产品经理,10k-15k,深圳 ,经验3-5年 ,本科及以上 ,"用户研究,商业产品","五险一金,年终奖,通讯补贴,绩效奖金",华策,移动互联网,未融资,50-150人,50-150人,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析高级工程师,40k-70k,深圳 ,经验3-5年 ,本科及以上 ,"数据分析,Hadoop,Spark,数据挖掘",腾讯平台 福利待遇好 技术成长,腾讯,社交,上市公司,2000人以上,2000人以上,T,F,F,F,F,T,F,F,F,T,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F
商业数据分析师,50k-80k,深圳 ,经验3-5年 ,本科及以上 ,移动互联网,"股票期权,精英团队,弹性工作",vivo,硬件,未融资,2000人以上,2000人以上,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
高级数据分析师,18k-30k,深圳 ,经验5-10年 ,本科及以上 ,"SQL,数据分析,SPSS",五险一金周末双休晋升空间团队氛围,京东集团,电商,上市公司,2000人以上,2000人以上,T,T,T,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
游戏数据分析师,15k-30k,深圳 ,经验3-5年 ,本科及以上 ,产品,弹性工作，免费三餐，租房补贴，带薪休假,字节跳动,文娱丨内容,C轮,2000人以上,2000人以上,T,F,T,T,T,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
财务数据分析,10k-20k,深圳 ,经验3-5年 ,本科及以上 ,"电商,旅游","国际化平台,环境舒适,好玩有趣",KLOOK 客路旅行,旅游,D轮及以上,软银愿景基金领投、红杉资本中国基金、经纬中国 、TCV、OurCrowd等(D轮及以上)，红杉中国、经纬中国、 博裕资本、TCV、高盛(D轮及以上)，KLOOK连续完成B轮C轮两轮融资，投资方包括红杉中国、高盛、经纬创投等(C轮)，获经纬中国及华创资本的A轮融资(A轮),,T,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F
业务建模数据分析师,18k-30k,深圳 ,经验5-10年 ,学历不限 ,"教育,移动互联网,商业,增长黑客,数据分析,数据运营",在线教育,阿卡索外教网,"教育,移动互联网",C轮,2000人以上,2000人以上,F,F,F,T,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
游戏数据分析师,10k-20k,深圳 ,经验3-5年 ,本科及以上 ,游戏,待遇优厚，大平台,网石游戏,游戏,不需要融资,腾讯(A轮),,T,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
电商数据分析专员,8k-12k,深圳 ,经验1-3年 ,本科及以上 ,"电商,数据分析",弹性工时、优秀团队,多项式科技(深圳)有限公司,"移动互联网,电商",天使轮,50-150人,50-150人,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
商业数据分析师,15k-25k,深圳 ,经验3-5年 ,学历不限 ,"新零售,电商,商业,BI,可视化,SQL","颜值高团队,扁平化管理,老板好,员工福利",超级猩猩健身,移动互联网,D轮及以上,150-500人,150-500人,F,F,F,F,F,F,T,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,15k-30k,深圳 ,经验3-5年 ,本科及以上 ,"大数据,基金,BI,数据分析,DBA,SQL",行业发展前景广阔，大数据和人工智能技术。,Deep Lens Fund,"金融,数据服务",未融资,少于15人,,T,F,F,F,F,T,F,F,F,T,F,T,T,F,T,F,F,F,F,F,F,F,T,F,F,F,F,F,F
数据分析师,10k-16k,深圳 ,经验3-5年 ,本科及以上 ,"大数据,MySQL","发展空间大,加薪空间大,能力说话",BDS大数易,人工智能,天使轮,少于15人,,T,T,T,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
实习岗-数据分析,4k-8k,深圳 ,经验不限 ,硕士及以上 ,"大数据,数据挖掘,数据分析","技术氛围,技术前沿,数据意识,发展舞台",风变科技（深圳）有限公司,"移动互联网,教育",A轮,获得“梧桐资本”数千万级A轮融资(A轮)，联想之星，价值资本(天使轮),,T,T,T,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析经理（金融产品端）,15k-30k,深圳 ,经验3-5年 ,本科及以上 ,数据分析,公司平台广，福利待遇好，领导nice,小赢科技,金融,上市公司,周大福(A轮),,T,T,T,F,T,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,5k-9k,深圳 ,经验1-3年 ,大专及以上 ,数据分析,"福利好,待遇棒,补贴多,老板好",叁亿广告,"移动互联网,社交",不需要融资,15-50人,15-50人,T,F,T,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析岗,10k-15k,深圳 ,经验不限 ,本科及以上 ,数据处理,行业资深师傅 平台发展,复融数据科技,"金融,数据服务",A轮,50-150人,50-150人,T,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
高级数据分析工程师（线上讲师）,2k-3k,深圳 ,经验3-5年 ,本科及以上 ,"数据挖掘,数据分析,数据仓库,MySQL",行业发声好机会，打造个人品牌,腾讯,社交,上市公司,2000人以上,2000人以上,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
电商数据分析师,25k-30k,深圳 ,经验不限 ,本科及以上 ,电商运营,入职补贴、住房补贴、交通补贴,vivo,硬件,未融资,2000人以上,2000人以上,F,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师（实习生）,3k-5k,深圳 ,经验应届毕业生 ,本科及以上 ,大数据,"转正机会,培训",BDS大数易,人工智能,天使轮,少于15人,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,12k-20k,深圳 ,经验3-5年 ,学历不限 ,"大数据,云计算,数据分析",五险一金、年底双薪、全勤奖、餐补,菲凡数据,"电商,数据服务",未融资,15-50人,15-50人,F,T,T,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F
数据分析,10k-20k,深圳 ,经验1-3年 ,本科及以上 ,数据分析,"绩效奖金,弹性工作,五险一金",小赢科技,金融,上市公司,周大福(A轮),,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析实习生,1k-2k,深圳 ,经验不限 ,本科及以上 ,"Hadoop,NLP,Redis,MongoDB",初创企业,九章天璇,"金融,数据服务",未融资,少于15人,,F,T,F,F,F,F,F,F,F,F,F,T,T,T,F,T,F,F,F,F,F,F,F,F,F,F,T,F,F
数据分析师,8k-15k,深圳 ,经验1-3年 ,本科及以上 ,"电商,数据分析",晋升空间大,油柑网,电商,未融资,15-50人,15-50人,T,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析实习生,2k-4k,深圳 ,经验应届毕业生 ,本科及以上 ,数据分析,上市公司、牛人多、氛围好、,Gridsum 国双,"数据服务,企业服务",上市公司,500-2000人,500-2000人,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
金融业务数据分析师,20k-40k,深圳 ,经验3-5年 ,本科及以上 ,"移动互联网,数据分析,Spark,Hadoop","大平台,给力薪酬,海景办公楼,高配健身房",OPPO,硬件,不需要融资,2000人以上,2000人以上,T,T,T,T,F,T,F,F,F,T,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析实习生,4k-6k,深圳 ,经验应届毕业生 ,本科及以上 ,大数据,"成长空间大,大牛云集,海景办公室,包午餐",码隆科技,移动互联网,B轮,埃森哲(B轮)，软银中国(B轮)，达晨创投、远镜创投、中信建投证券、将门创投、景林投资、可可资本、红筹资本(A轮),,T,T,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,10k-18k,深圳 ,经验1-3年 ,本科及以上 ,数据分析,五险一金、交通补贴、绩效奖金、年终奖金,盛达瑞,移动互联网,不需要融资,50-150人,50-150人,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析助理,4k-7k,深圳 ,经验1年以下 ,学历不限 ,"电商,数据分析",五险一金 员工福利,光速生长,"电商,文娱丨内容",不需要融资,少于15人,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
高级数据分析师（数据治理方向）,20k-40k,深圳 ,经验5-10年 ,本科及以上 ,"其他,数据分析",发展空间大,华润集团总部信息化团队,移动互联网,不需要融资,150-500人,150-500人,T,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析实习生,4k-7k,深圳 ,经验不限 ,大专及以上 ,"数据仓库,数据分析,数据压缩,MongoDB",早九晚六 五险一金 周末双休,恒实网络,移动互联网,未融资,50-150人,50-150人,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
互联网金融数据分析师,12k-20k,深圳 ,经验3-5年 ,本科及以上 ,"金融,风控,分析师,策略设计","年终奖丰富,六险一金 团队NICE",中腾信,金融,不需要融资,2000人以上,2000人以上,T,T,T,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
【国际业务部】高级数据分析...,23k-46k,深圳 ,经验3-5年 ,本科及以上 ,"Hadoop,Spark,Scala,数据分析",国际业务、大平台,腾讯,社交,上市公司,2000人以上,2000人以上,T,T,F,F,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F
中级数据分析师（Tableau方向）,10k-15k,深圳 ,经验3-5年 ,本科及以上 ,可视化,发展前景良好,优阅达,"企业服务,数据服务",不需要融资,15-50人,15-50人,T,F,F,T,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析实习生,4k-6k,深圳 ,经验应届毕业生 ,本科及以上 ,"大数据,数据挖掘,数据分析","转正机会,发展空间大,领导好",深圳白骑士大数据有限公司,"企业服务,金融",A轮,50-150人,50-150人,T,T,T,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
大数据开发 （数据分析方向）,12k-20k,深圳 ,经验3-5年 ,本科及以上 ,"数据仓库,数据分析","五险一金,带薪年假,员工旅游,地铁附近",万师傅,"电商,消费生活",A轮,150-500人,150-500人,T,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
高级数据分析师（用户体验设计）,17k-34k,深圳 ,经验3-5年 ,本科及以上 ,"大数据,数据分析,数据处理","年底双薪,绩效奖金,免费班车,上升空间",京东集团,电商,上市公司,2000人以上,2000人以上,T,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F
高级数据分析师,13k-25k,深圳 ,经验3-5年 ,本科及以上 ,"MySQL,Hadoop,数据分析",大平台 氛围好 福利完善 晋升空间,顺丰速运,物流丨运输,上市公司,2000人以上,2000人以上,T,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
高级数据分析工程师,25k-45k,深圳 ,经验5-10年 ,本科及以上 ,数据分析,前景好,和煦咨询,企业服务,未融资,少于15人,,T,T,T,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F
风险管理数据分析师,8k-15k,深圳 ,经验1年以下 ,本科及以上 ,"SQL,数据分析",团队氛围好，发展空间大，专业提升,人人聚财,金融,A轮,2000人以上,2000人以上,T,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
DSJ-高级大数据挖掘与分析...,30k-55k,深圳 ,经验5-10年 ,本科及以上 ,"数据分析,Hive",弹性工作时间 发展空间大 午餐补贴,顺丰科技有限公司,物流丨运输,不需要融资,2000人以上,2000人以上,T,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
风控数据分析师2845,20k-40k,深圳 ,经验3-5年 ,本科及以上 ,"移动互联网,数据分析","弹性工作,股票期权,奖金丰厚,福利待遇好",OPPO,硬件,不需要融资,2000人以上,2000人以上,T,T,T,F,T,T,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
BI数据分析师,15k-20k,深圳 ,经验3-5年 ,本科及以上 ,"数据分析,数据处理,SQLServer",大数据 综合信用 风险控制,鹏元征信有限公司,"金融,数据服务",不需要融资,150-500人,150-500人,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
初级数据分析师,4k-5k,深圳 ,经验1年以下 ,大专及以上 ,"大数据,移动互联网,商业",试用期6险一金 周末双休,乐格信息,"企业服务,数据服务",A轮,150-500人,150-500人,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
BI 数据分析师 - Data Analyst,8k-12k,深圳 ,经验不限 ,本科及以上 ,"电商,BI,数据分析","东南亚电商,牛人多,15天年假",Shopee,电商,上市公司,2000人以上,2000人以上,T,T,T,T,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F
爬虫数据分析工程师实习生,3k-5k,深圳 ,经验应届毕业生 ,本科及以上 ,"大数据,数据分析,数据处理,数据架构,MySQL","极客精神,前沿技术,空间大,挑战性",Gekko.ai,"数据服务,金融",不需要融资,获得香港投资人种子资金(天使轮),,F,T,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,T,T,F,F,F,T,T,F
BI数据分析师  BA,15k-25k,深圳 ,经验5-10年 ,本科及以上 ,"大数据,数据分析,BI",金融科技50强，空间大，环境好，福利全,我来贷WeLab,金融,B轮,阿里巴巴香港创业者基金、世界银行集团成员IFC及其他大型国际银行。(B轮)，马来西亚国库控股Khazanah Nasional Berhad，ING（荷兰国际集团），粤科金融(B轮)，红杉资本 TOM集团(A轮),,T,T,T,F,F,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
用户增长数据分析经理,30k-60k,深圳 ,经验5-10年 ,本科及以上 ,"MySQL,数据分析,数据处理,ETL",大平台,腾讯,社交,上市公司,2000人以上,2000人以上,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
离线数据分析,15k-30k,深圳 ,经验3-5年 ,本科及以上 ,"Hadoop,Spark",弹性上班、商业保险、餐费补贴、免费班车,京东集团,电商,上市公司,2000人以上,2000人以上,T,T,F,F,F,F,F,F,F,T,F,T,F,T,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F
BI 资深数据分析师,15k-25k,深圳 ,经验3-5年 ,本科及以上 ,"数据分析,SPSS,SQL,数据库","新加坡公司,东南亚电商,牛人多",Shopee,电商,上市公司,2000人以上,2000人以上,T,T,T,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F
高级数据分析师——消费金融风控,15k-30k,深圳 ,经验3-5年 ,本科及以上 ,"风险分析,信贷风险管理","项目前景好,成长空间大,期权激励",AKULAKU,"移动互联网,金融",D轮及以上,蚂蚁金服(D轮及以上)，DCM;华创(A轮)，IDG(天使轮),,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
德语基金数据分析员,6k-8k,深圳 ,经验不限 ,本科及以上 ,金融,周末双休、氛围好 外企环境,晨星Morningstar,金融,上市公司,500-2000人,500-2000人,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
Python 数据分析,13k-25k,深圳 ,经验3-5年 ,大专及以上 ,"大数据,金融,可视化,数据分析","最先进的技,大项目,交通便利,环境好",海万科技,"移动互联网,金融",不需要融资,500-2000人,500-2000人,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F
金融数据分析师（互联网信贷）,15k-20k,深圳 ,经验3-5年 ,本科及以上 ,"大数据,互联网金融",公司平台广阔，福利待遇好，领导nice,小赢科技,金融,上市公司,周大福(A轮),,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
反欺诈数据分析师,9k-16k,深圳 ,经验1-3年 ,本科及以上 ,"风控,策略设计","固定15薪,六险一金,各种团建,各种福利",麦芒科技,"移动互联网,金融",不需要融资,50-150人,50-150人,T,T,T,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
销售助理（数据分析）,7k-9k,深圳 ,经验1-3年 ,大专及以上 ,数据分析,团队氛围nice 入职购买五险一金,优乐学科技,"移动互联网,教育",A轮,著名投资机构(A轮),,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析运营经理,15k-28k,深圳 ,经验3-5年 ,本科及以上 ,"互联网金融,运营,产品运营,数据分析","福利待遇好,奖金丰厚,千万级用户",招联金融,金融,不需要融资,500-2000人,500-2000人,F,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
贷前反欺诈数据分析师,10k-20k,深圳 ,经验1-3年 ,本科及以上 ,"互联网金融,风控",发展空间大；午餐补助；扁平管理；,马上金融,"金融,移动互联网",不需要融资,2000人以上,2000人以上,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
DSQ产品经理（数据分析）,15k-30k,深圳 ,经验3-5年 ,本科及以上 ,企业服务,晋升空间 发展平台,顺丰科技有限公司,物流丨运输,不需要融资,2000人以上,2000人以上,T,T,T,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
Java高级数据分析工程师,15k-30k,深圳 ,经验3-5年 ,本科及以上 ,"大数据,Java,数据挖掘,算法,机器学习","五险一金,年终奖,全勤奖,环境好",活动行,移动互联网,A轮,软银赛富、DCM、高通资本(A轮)，DCM、Qualcomm Ventures(天使轮),,F,F,F,F,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F
数据产品经理（偏数据分析）,8k-15k,深圳 ,经验1-3年 ,本科及以上 ,"移动互联网,数据,数据分析","IP品牌,有爱团队,周末双休,福利多多",有伴科技,"移动互联网,教育",C轮,奥飞动漫(天使轮)，保密(A轮),,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
运营数据分析专家,30k-35k,深圳 ,经验5-10年 ,本科及以上 ,数据分析,大平台,环球易购,电商,上市公司,2000人以上,2000人以上,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析平台开发工程师（Py...,20k-40k,深圳 ,经验3-5年 ,本科及以上 ,"大数据,Python,数据库","大数据,数据分析,BI,知识图谱",腾讯,社交,上市公司,2000人以上,2000人以上,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F
高级数据产品经理（偏数据分析）,15k-25k,深圳 ,经验3-5年 ,本科及以上 ,"教育,移动互联网,数据分析,数据处理,数据架构","IP品牌,有爱团队,周末双休,福利多多",有伴科技,"移动互联网,教育",C轮,奥飞动漫(天使轮)，保密(A轮),,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
SL产品运营经理（数据分析）,15k-30k,深圳 ,经验5-10年 ,本科及以上 ,其他,发展空间大,顺丰科技有限公司,物流丨运输,不需要融资,2000人以上,2000人以上,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
大数据分析工程师,25k-50k,深圳 ,经验5-10年 ,本科及以上 ,"大数据,移动互联网,数据挖掘,数据分析","世界五百强,地产龙头企,薪资福利佳,挑战大",万科,房产家居,上市公司,2000人以上,2000人以上,T,F,F,F,F,T,F,F,F,T,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F
用户数据分析专员,15k-25k,深圳 ,经验3-5年 ,本科及以上 ,"BI,数据分析,数据运营,SQL",公司平台,顺丰-丰e足食,"移动互联网,消费生活",上市公司,2000人以上,2000人以上,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
人力资源数据分析产品经理,20k-25k,深圳 ,经验3-5年 ,本科及以上 ,"其他,产品设计,产品策划",发展空间大,华润集团总部信息化团队,移动互联网,不需要融资,150-500人,150-500人,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F
软件大数据分析工程师,20k-40k,深圳 ,经验1-3年 ,本科及以上 ,"大数据,Java,数据分析","福利好,平台大,工作氛围赞,同事颜值高",vivo,硬件,未融资,2000人以上,2000人以上,F,T,F,F,F,T,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
KKJ-互联网产品经理(数据分...,20k-30k,深圳 ,经验3-5年 ,本科及以上 ,"产品设计,需求分析,数据分析",五险一金 绩效奖金 带薪年假,微众银行,金融,未融资,2000人以上,2000人以上,T,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
高级战略规划经理（数据分析...,20k-40k,深圳 ,经验5-10年 ,本科及以上 ,移动互联网,大平台 给力薪酬 组织氛围好,OPPO,硬件,不需要融资,2000人以上,2000人以上,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
大数据分析与挖掘工程师,17k-28k,深圳 ,经验3-5年 ,本科及以上 ,"数据挖掘,数据分析",人工智能,云天励飞,人工智能,B轮,真格基金(天使轮),,F,F,F,F,F,T,F,F,F,F,F,T,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T
4721D6-智慧社区-高级大数...,15k-25k,深圳 ,经验3-5年 ,本科及以上 ,数据分析,"五险一金,带薪年假,免费班车,节日福利",平安智慧城,移动互联网,不需要融资,2000人以上,2000人以上,F,F,F,F,F,T,F,F,F,T,F,T,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,T
