地点,标题,岗位标签,岗位福利,公司规模,公司名称,经验,融资情况,薪资,学历,所属行业
广州,高级数据分析师,"医疗健康,大数据,SQLServer,数据处理,数据分析",,2000人以上,绿瘦,经验5-10年,不需要融资,12k-18k,本科及以上,医疗丨健康
广州,高级数据分析师 (MJ000105),"移动互联网,数据分析",,2000人以上,欢聚时代（YY Inc）,经验不限,上市公司,20k-30k,本科及以上,文娱丨内容
广州,高级数据分析师（python MySQL),大数据,,15-50人,贝业思,经验3-5年,不需要融资,11k-17k,本科及以上,"数据服务,移动互联网"
广州,高级数据分析师（荔湾西朗）,"大数据,云计算,Hive,数据分析,MySQL,Oracle",,2000人以上,绿瘦,经验5-10年,不需要融资,12k-15k,本科及以上,医疗丨健康
广州,高级数据分析专员,数据分析,,2000人以上,网易,经验3-5年,上市公司,15k-30k,本科及以上,电商
广州,经营数据分析,"项目管理,敏捷,解决方案",,150-500人,Tec-Do,经验1-3年,A轮,10k-15k,本科及以上,"移动互联网,广告营销"
广州,商业数据分析师(011965),"新零售,商业,数据分析,数据运营,数据库",,2000人以上,屈臣氏中国,经验3-5年,不需要融资,10k-15k,本科及以上,消费生活
广州,实时数据分析师（现场管理专...,"客服,售前,售后",,,租租车,经验1-3年,C轮,5k-7k,本科及以上,"旅游,消费生活"
广州,数据分析,"SQL,数据分析,数据运营,BI",,2000人以上,网易,经验3-5年,上市公司,12k-24k,本科及以上,电商
广州,数据分析,"电商,BI,可视化,SQL,数据库",,500-2000人,昌正贸易,经验1-3年,不需要融资,8k-12k,大专及以上,"移动互联网,其他"
广州,数据分析,"电商,数据分析,数据运营,数据库",,500-2000人,细刻科技,经验1-3年,A轮,4k-8k,本科及以上,"移动互联网,电商"
广州,数据分析,"工具软件,新零售,数据库",,15-50人,麒易盒子,经验1-3年,未融资,4k-7k,大专及以上,"移动互联网,消费生活"
广州,数据分析,"广告营销,数据分析,商业",,2000人以上,三七互娱,经验应届毕业生,上市公司,6k-10k,本科及以上,游戏
广州,数据分析,"广告营销,移动互联网,数据分析,数据运营",,150-500人,Tec-Do,经验1-3年,A轮,8k-15k,本科及以上,"移动互联网,广告营销"
广州,数据分析Leader,"移动互联网,商业,增长黑客,数据分析,BI",,500-2000人,触宝,经验3-5年,上市公司,20k-40k,本科及以上,"移动互联网,数据服务"
广州,数据分析工程师,"电商,大数据,数据分析,数据挖掘,Hadoop,MySQL",,2000人以上,伊的家,经验1-3年,不需要融资,8k-14k,本科及以上,电商
广州,数据分析工程师,"电商,数据分析",,,Fordeal,经验3-5年,C轮,15k-30k,本科及以上,"电商,移动互联网"
广州,数据分析工程师,"金融,数据分析",,15-50人,数驰科技,经验1-3年,未融资,10k-15k,学历不限,数据服务
广州,数据分析工程师,"媒体,运维,数据分析",,15-50人,翡翠东方TVBC,经验3-5年,不需要融资,18k-30k,本科及以上,文娱丨内容
广州,数据分析工程师,"数据分析,SQL",,2000人以上,公瑾,经验3-5年,C轮,12k-15k,本科及以上,移动互联网
广州,数据分析工程师,移动互联网,,500-2000人,数字广东（腾讯投资公司）,经验不限,不需要融资,15k-25k,本科及以上,移动互联网
广州,数据分析工程师,"云计算,大数据,数据分析",,500-2000人,数字广东（腾讯投资公司）,经验5-10年,不需要融资,15k-30k,本科及以上,移动互联网
广州,数据分析工程师 (MJ000239),"Hive,数据分析",,,荔枝,经验不限,D轮及以上,15k-30k,本科及以上,社交
广州,数据分析经理,"电商,可视化,数据分析,数据运营,数据库",,500-2000人,蜘点网络,经验3-5年,未融资,10k-15k,本科及以上,"移动互联网,电商"
广州,数据分析经理,"电商,社交,商业,SQL,数据分析,SPSS",,2000人以上,金山办公软件,经验3-5年,上市公司,18k-25k,大专及以上,移动互联网
广州,数据分析经理,"电商,数据分析",,150-500人,茉莉传媒,经验3-5年,不需要融资,20k-30k,本科及以上,广告营销
广州,数据分析经理,"电商,数据库,数据运营,数据分析,商业",,500-2000人,悦然,经验5-10年,不需要融资,10k-20k,大专及以上,电商
广州,数据分析经理,"社交,移动互联网,SPSS,SQL,数据分析",,2000人以上,Bigo,经验5-10年,上市公司,30k-50k,本科及以上,"移动互联网,社交"
广州,数据分析经理,"游戏,移动互联网,数据分析,数据架构,数据挖掘,MySQL",,150-500人,PLAY800,经验3-5年,天使轮,25k-40k,本科及以上,"移动互联网,游戏"
广州,数据分析师,"BI,SQL,数据库,数据分析",,,租租车,经验不限,C轮,8k-13k,本科及以上,"旅游,消费生活"
广州,数据分析师,"Hadoop,数据处理,数据分析,MySQL",,2000人以上,网易,经验3-5年,上市公司,12k-24k,本科及以上,电商
广州,数据分析师,"Hive,数据分析,数据挖掘",,50-150人,小黑屋,经验1-3年,A轮,8k-13k,本科及以上,移动互联网
广州,数据分析师,"SQL,数据分析",,2000人以上,广州银行信用卡中心,经验1-3年,不需要融资,10k-18k,本科及以上,金融
广州,数据分析师,"SQL,数据分析,数据库",,500-2000人,PPmoney互联网金融平台,经验3-5年,上市公司,10k-20k,本科及以上,金融
广州,数据分析师,"大数据,数据分析",,500-2000人,凡科,经验1-3年,上市公司,10k-20k,本科及以上,企业服务
广州,数据分析师,"大数据,算法,数据挖掘,数据分析",,50-150人,广东智源,经验1-3年,不需要融资,5k-8k,本科及以上,"移动互联网,企业服务"
广州,数据分析师,"大数据,算法,数据挖掘,数据分析",,50-150人,广东智源,经验1-3年,不需要融资,8k-15k,硕士及以上,"移动互联网,企业服务"
广州,数据分析师,"电商,大数据,MySQL,数据分析,数据挖掘,DBA",,,对庄科技,经验3-5年,A轮,10k-15k,本科及以上,移动互联网
广州,数据分析师,"电商,大数据,商业,数据分析",,150-500人,广州原象,经验1-3年,不需要融资,6k-10k,本科及以上,电商
广州,数据分析师,"电商,大数据,商业,数据分析,SPSS,BI",,2000人以上,美的电商,经验3-5年,上市公司,8k-13k,本科及以上,电商
广州,数据分析师,"电商,数据分析",,150-500人,茉莉传媒,经验1-3年,不需要融资,8k-15k,本科及以上,广告营销
广州,数据分析师,"电商,新零售,数据分析,SQL,可视化",,500-2000人,联蔚科技,经验3-5年,未融资,10k-18k,本科及以上,"移动互联网,电商"
广州,数据分析师,"广告营销,大数据,可视化,数据分析,SPSS",,150-500人,DataStory,经验1-3年,B轮,8k-15k,本科及以上,数据服务
广州,数据分析师,"教育,移动互联网,数据分析",,,卓越教育集团,经验5-10年,不需要融资,15k-25k,本科及以上,"消费生活,教育"
广州,数据分析师,"商业,数据分析,数据运营,SPSS",,2000人以上,美的集团IT,经验3-5年,上市公司,10k-20k,本科及以上,硬件
广州,数据分析师,数据分析,,150-500人,趣丸,经验不限,不需要融资,10k-20k,本科及以上,游戏
广州,数据分析师,数据分析,,2000人以上,蓝月亮,经验1-3年,不需要融资,8k-15k,本科及以上,消费生活
广州,数据分析师,数据分析,,2000人以上,网易,经验1-3年,上市公司,9k-18k,学历不限,电商
广州,数据分析师,数据分析,,2000人以上,珠海市丝域连锁企业管理有限公司,经验3-5年,D轮及以上,14k-18k,本科及以上,消费生活
广州,数据分析师,"数据分析,BI",,,AI考拉,经验1-3年,A轮,6k-12k,本科及以上,金融
广州,数据分析师,"数据分析,SQL",,150-500人,wlaike,经验1-3年,B轮,20k-40k,本科及以上,"移动互联网,企业服务"
广州,数据分析师,"数据分析,数据库",,500-2000人,华资软件,经验3-5年,上市公司,10k-18k,本科及以上,"移动互联网,数据服务"
广州,数据分析师,"数据分析,数据库,SQL",,,悦跑圈,经验3-5年,C轮,8k-15k,本科及以上,移动互联网
广州,数据分析师,"数据分析,数据库,数据运营",,50-150人,赛泽科技,经验应届毕业生,未融资,10k-15k,本科及以上,"移动互联网,游戏"
广州,数据分析师,"物流,移动互联网,数据分析,数据运营,数据库",,50-150人,省省回头车,经验1-3年,A轮,12k-18k,本科及以上,消费生活
广州,数据分析师,"移动互联网,教育,数据分析,增长黑客,数据运营,可视化",,,作文纸条,经验1-3年,A轮,8k-15k,本科及以上,"移动互联网,教育"
广州,数据分析师,"移动互联网,汽车,数据分析,运营,用户增长",,,联邦车网,经验3-5年,不需要融资,7k-12k,本科及以上,"移动互联网,消费生活"
广州,数据分析师,"游戏,广告营销,数据分析",,150-500人,鲸鱼集团,经验3-5年,不需要融资,15k-25k,本科及以上,游戏
广州,数据分析师 （初级）,"大数据,数据挖掘,数据分析",,50-150人,广东智源,经验1年以下,不需要融资,4k-6k,本科及以上,"移动互联网,企业服务"
广州,数据分析师（BI运营）,"大数据,移动互联网,运营,数据分析",,15-50人,广府数字,经验1-3年,未融资,6k-10k,大专及以上,"区块链,电商"
广州,数据分析师（产品方向）,"产品设计,需求分析,数据分析",,2000人以上,经传多赢,经验1-3年,不需要融资,8k-13k,本科及以上,金融
广州,数据分析师（初级）,"体育,移动互联网,数据分析,数据运营,数据库",,,悦跑圈,经验1年以下,C轮,4k-8k,本科及以上,移动互联网
广州,数据分析师（广州深圳）,"新零售,大数据,数据分析",,50-150人,HARB,经验3-5年,B轮,8k-15k,本科及以上,企业服务
广州,数据分析师（会员营销）,"广告营销,新零售",,2000人以上,屈臣氏中国,经验3-5年,不需要融资,10k-15k,大专及以上,消费生活
广州,数据分析师（流程优化）,"大数据,广告营销,SQL,数据分析,可视化,数据库",,500-2000人,AdMaster,经验不限,不需要融资,6k-8k,本科及以上,数据服务
广州,数据分析师高级数据专员,"数据分析,SQL",,,一智通,经验1-3年,B轮,8k-10k,本科及以上,企业服务
广州,数据分析师工程师,"移动互联网,SQLServer",,,租租车,经验3-5年,C轮,8k-14k,本科及以上,"旅游,消费生活"
广州,数据分析师-广州,"社交,大数据",,500-2000人,AdMaster,经验不限,不需要融资,6k-8k,本科及以上,数据服务
广州,数据分析师-在线游戏事业部,"移动互联网,游戏,MySQL,数据处理,数据分析",,2000人以上,网易,经验3-5年,上市公司,15k-25k,本科及以上,电商
广州,数据分析实习生,数据分析,,2000人以上,网易,经验应届毕业生,上市公司,1k-2k,本科及以上,电商
广州,数据分析实习生,"数据分析,SQLServer",,50-150人,触漫,经验应届毕业生,A轮,2k-3k,本科及以上,"移动互联网,文娱丨内容"
广州,数据分析实习生 (MJ000230),"数据分析,Hive",,,荔枝,经验应届毕业生,D轮及以上,2k-4k,学历不限,社交
广州,数据分析主管,"电商,BI,数据分析",,,巴图鲁公司,经验5-10年,C轮,16k-23k,本科及以上,汽车丨出行
广州,数据分析主管经理 (MJ001206),"数据分析,数据处理",,500-2000人,PPmoney互联网金融平台,经验1-3年,上市公司,15k-30k,学历不限,金融
广州,数据分析专家,数据分析,,2000人以上,网易,经验5-10年,上市公司,20k-40k,本科及以上,电商
广州,数据分析专家,"数据挖掘,数据架构,数据仓库",,,百布,经验5-10年,C轮,25k-40k,本科及以上,移动互联网
广州,数据分析专家,"直播,视频,数据分析",,2000人以上,欢聚时代（YY Inc）,经验5-10年,上市公司,25k-50k,本科及以上,文娱丨内容
广州,数据分析专员,"SQL,数据分析",,150-500人,Ways,经验1-3年,未融资,6k-9k,本科及以上,企业服务
广州,数据分析专员,"广告营销,游戏,数据分析",,2000人以上,三七互娱,经验1-3年,上市公司,6k-10k,本科及以上,游戏
广州,数据分析专员,"医疗健康,移动互联网,可视化,数据分析,SPSS,SQL",,,健客网,经验3-5年,B轮,8k-14k,本科及以上,"电商,医疗丨健康"
广州,数据分析专员,"游戏,数据分析,数据运营",,150-500人,漫灵软件,经验1年以下,未融资,4k-7k,大专及以上,移动互联网
广州,数据分析总监 (MJ001218),"互联网金融,数据挖掘,数据架构,数据分析,数据处理",,500-2000人,PPmoney互联网金融平台,经验5-10年,上市公司,50k-100k,本科及以上,金融
广州,数据运营专家高级数据分析师,"运营,数据分析,策略运营,用户运营",,150-500人,高灯科技,经验3-5年,A轮,15k-30k,本科及以上,"移动互联网,电商"
广州,通信信令数据分析工程师,"通信网络设备,移动互联网",,500-2000人,诺基亚华诺科技,经验5-10年,不需要融资,13k-25k,本科及以上,"移动互联网,数据服务"
广州,推广与数据分析专员,"电商,网店推广,推广,SEO",,500-2000人,青木科技,经验不限,未融资,5k-10k,学历不限,电商
广州,业务数据分析师,"电商,数据分析",,,巴图鲁公司,经验1-3年,C轮,8k-16k,本科及以上,汽车丨出行
广州,中高级数据分析师,"BI,数据分析,SQL",,,巴图鲁公司,经验3-5年,C轮,14k-20k,本科及以上,汽车丨出行
广州,资深数据分析师,数据分析,,2000人以上,网易,经验3-5年,上市公司,15k-25k,本科及以上,电商
广州,资深数据分析师-GZ,"大数据,广告营销,运营,用户增长,数据分析",,500-2000人,品友互动,经验1-3年,D轮及以上,12k-20k,本科及以上,"移动互联网,广告营销"
杭州,00037-资深数据分析师/数据...,"电商,Hive,MySQL,Spark,数据分析","股票期权,发展空间",,云集,经验5-10年,上市公司,20k-40k,本科及以上,"电商,移动互联网"
