城市名称,标题,地点,岗位标签,岗位福利,公司规模,公司名称,融资情况,经验,所属行业,薪资,学历
广州,数据挖掘工程师,广州,"电商,本地生活,算法,搜索,数据挖掘,数据分析","待遇好,氛围好,美食多",,拼多多,上市公司,经验3-5年,"电商,移动互联网",14k-28k,本科及以上
广州,数据挖掘工程师,广州,"电商,数据挖掘,数据架构,数据分析,算法",不加班，技术氛围浓，发展机会大,50-150人,西洋汇,不需要融资,经验1-3年,"电商,移动互联网",10k-20k,本科及以上
广州,数据挖掘工程师,广州,"广告营销,大数据,数据挖掘,数据仓库","团队,平台",500-2000人,多益网络,不需要融资,经验1-3年,"移动互联网,游戏",15K-25K,本科及以上
广州,数据挖掘工程师,广州,"广告营销,大数据,算法,数据处理,数据仓库,数据架构",五险一金、法定假期、员工福利,15-50人,高越广告,不需要融资,经验1-3年,广告营销,7k-10k,本科及以上
广州,数据挖掘工程师,广州,数据挖掘,行业大牛 晋升空间广,,合众财富,不需要融资,经验3-5年,"金融,移动互联网",13k-20k,本科及以上
广州,数据挖掘工程师,广州,"数据挖掘,算法",六险一金 带薪年假 司龄假 补贴,2000人以上,宇信科技集团,上市公司,经验1-3年,金融,11k-21k,本科及以上
广州,数据挖掘工程师,广州,"信息安全,大数据,Hadoop,算法,数据挖掘,数据分析","五险一金,周末双休,带薪年假,定期培训",50-150人,广州网迅,不需要融资,经验1-3年,"移动互联网,数据服务",10k-20k,本科及以上
广州,数据挖掘工程师,广州,"医疗健康,大数据",管理规范，节假日福利，年终奖，带薪年假,2000人以上,绿瘦,天使轮,经验3-5年,医疗丨健康,20k-30k,本科及以上
广州,数据挖掘工程师,广州,"医疗健康,大数据,算法,数据挖掘","大牛多,氛围佳,环境好",2000人以上,绿瘦,不需要融资,经验5-10年,医疗丨健康,20k-30k,本科及以上
广州,数据挖掘工程师,广州,"移动互联网,大数据,数据挖掘","大数据AI,期权激励,五险一金,带薪年假",,探迹科技,A轮,经验1-3年,"数据服务,企业服务",10k-20k,本科及以上
广州,数据挖掘工程师,广州,"移动互联网,互联网金融,Scala,数据挖掘,数据分析,算法","环境好,扁平化管理,国外旅游,海外业务",50-150人,奇异果科技,不需要融资,经验3-5年,"移动互联网,游戏",25k-45k,本科及以上
广州,数据挖掘工程师,广州,"移动互联网,游戏,数据挖掘,算法,数据架构,数据处理",架构扁平，前景广阔，福利齐全，周末双休,,火烈鸟网络,B轮,经验1-3年,"移动互联网,游戏",11k-18k,硕士及以上
广州,数据挖掘工程师（2019届校招...,广州,"大数据,游戏,算法,数据挖掘,数据处理","架构扁平,大牛帮带,福利齐全,前景广阔",,火烈鸟网络,B轮,经验应届毕业生,"移动互联网,游戏",6k-10k,本科及以上
广州,数据挖掘工程师（内容画像） ...,广州,"数据挖掘,算法",技术大牛多 领导nice 薪酬福利好,,荔枝,D轮及以上,经验3-5年,社交,15k-30k,学历不限
广州,数据挖掘工程师（实习生，可...,广州,"广告营销,大数据,数据挖掘,数据分析","架构扁平,大牛帮带,前景广阔,福利齐全",,火烈鸟网络,B轮,经验应届毕业生,"移动互联网,游戏",3k-5k,本科及以上
广州,数据挖掘工程师（数据分析师）,广州,"企业服务,大数据,数据挖掘,数据分析,算法,数据处理","气氛好,有潜力,学习机会多,人性化",15-50人,BW,未融资,经验3-5年,"企业服务,数据服务",8k-15k,学历不限
广州,数据挖掘工程师（智能客服方向）,广州,"游戏,Scala,Java,数据挖掘,数据分析",大神团队 六险一金 海外旅游 周末双休,2000人以上,网易,上市公司,经验3-5年,电商,20k-35k,本科及以上
广州,数据挖掘工程师\算法工程师,广州,"电商,新零售,数据挖掘,算法,NLP,数据架构","五险一金,免费班车,免费宿舍,发展空间大",2000人以上,蓝月亮,不需要融资,经验3-5年,消费生活,16k-25k,本科及以上
广州,数据挖掘工程师实习生,广州,数据挖掘,法定假期,15-50人,高越广告,不需要融资,经验应届毕业生,广告营销,2k-4k,硕士及以上
广州,数据挖掘数据工程数据仓...,广州,"大数据,企业服务,数据架构,数据仓库,数据挖掘",五险一金 激励奖金 定期体检 加薪升职,50-150人,觅游信息,未融资,经验1-3年,"移动互联网,企业服务",6k-9k,本科及以上
广州,数据挖掘算法工程师,广州,"广告营销,游戏,数据挖掘,数据分析","技术氛围浓,内部培训多,公司平台大,福利待遇好",2000人以上,三七互娱,上市公司,经验1-3年,游戏,15K-25K,本科及以上
广州,数据挖掘算法工程师,广州,"算法,数据挖掘,数据分析","五险一金,出国旅游,新鲜感,绩效奖金",50-150人,广东智源,不需要融资,经验不限,"移动互联网,企业服务",8k-15k,本科及以上
广州,中级数据挖掘工程师（营销分析）,广州,DBA,福利待遇棒、发展前景好,500-2000人,中邮消费金融,不需要融资,经验5-10年,金融,12k-24k,本科及以上
杭州,大数据挖掘工程师,杭州,"大数据,Hadoop,算法,数据挖掘","五险一金,高福利,双休,年底多薪",150-500人,华坤道威,不需要融资,经验3-5年,"移动互联网,数据服务",15k-30k,硕士及以上
杭州,高级数据挖掘工程师,杭州,"互联网金融,数据挖掘,数据架构,数据仓库",周末双休、晋升发展、五险一金、弹性工作,150-500人,霖梓控股,B轮,经验3-5年,"移动互联网,金融",15K-25K,本科及以上
杭州,高级数据挖掘工程师,杭州,"金融,数据挖掘,数据分析","团队开放,行业前景好,发展空间大",150-500人,杭州雅拓,不需要融资,经验3-5年,"数据服务,企业服务",25k-35k,硕士及以上
杭州,高级数据挖掘经理 06-05-68,杭州,"大数据,广告营销",独角兽企业,,大搜车,D轮及以上,经验5-10年,汽车丨出行,15k-30k,本科及以上
杭州,高级资深数据挖掘工程师（NLP）,杭州,"NLP,数据挖掘",团队氛围好,2000人以上,网易,上市公司,经验3-5年,电商,25k-36k,学历不限
杭州,机器学习数据挖掘工程师,杭州,"信息安全,算法,数据挖掘","五险一金,带薪年假,假日福利 国内外旅游",500-2000人,安恒信息,D轮及以上,经验3-5年,"信息安全,数据服务",18k-25k,本科及以上
杭州,金融-数据挖掘工程师(004189),杭州,数据挖掘,"工作有挑战,团队有激情,付出有回报",2000人以上,vivo,未融资,经验3-5年,硬件,25k-45k,本科及以上
杭州,实习数据挖掘工程师,杭州,"大数据,数据处理,数据挖掘,算法,数据分析",大数据 数据挖掘 双休 无险一金 可转正,150-500人,华坤道威,不需要融资,经验应届毕业生,"移动互联网,数据服务",4k-8k,硕士及以上
杭州,数据分析师数据挖掘,杭州,"移动互联网,工具软件,数据分析",海量数据、用户画像、业务数据驱动,2000人以上,同花顺,上市公司,经验不限,"金融,电商",20k-40k,本科及以上
杭州,数据挖掘,杭州,"Java,算法,数据仓库,Spark","上升空间大,专业团队,福利好,领导nic",,米雅,不需要融资,经验3-5年,移动互联网,20k-35k,本科及以上
杭州,数据挖掘,杭州,"大数据,金融,数据挖掘,数据分析",年底多薪 股票期权 节日福利 五险一金,50-150人,魔蝎科技,B轮,经验3-5年,"数据服务,移动互联网",15k-30k,本科及以上
杭州,数据挖掘,杭州,"机器学习,算法,数据挖掘,推荐","周末双休,五险一金,节假日福利,年终双薪",150-500人,康策网络,不需要融资,经验3-5年,"移动互联网,医疗丨健康",30k-50k,硕士及以上
杭州,数据挖掘,杭州,数据挖掘,五险一金 发展前景 工作氛围好,50-150人,九尾多保,天使轮,经验1-3年,移动互联网,8k-12k,硕士及以上
杭州,数据挖掘,杭州,"新零售,数据挖掘,算法","不打卡,带薪年假,定期体检,股票期权",,奇点云,A轮,经验3-5年,"移动互联网,消费生活",15k-30k,本科及以上
杭州,数据挖掘工程师,杭州,"大数据,金融,NLP,算法,数据挖掘,数据分析","期权奖励,商业保险,待遇给力,大牛云集",,数美,B轮,经验1-3年,"企业服务,数据服务",20k-40k,本科及以上
杭州,数据挖掘工程师,杭州,"大数据,数据挖掘","前沿行业,大数据公司,领导好,年轻团队",150-500人,览众数据,B轮,经验1-3年,"电商,数据服务",15K-25K,硕士及以上
杭州,数据挖掘工程师,杭州,"借贷,互联网金融,数据挖掘,数据分析,数据处理,数据仓库","周末双休,福利好",150-500人,霖梓控股,B轮,经验1-3年,"移动互联网,金融",10k-20k,本科及以上
杭州,数据挖掘工程师,杭州,"数据架构,数据挖掘",员工餐厅 股票期权 年度调薪 年度晋升,,浙江盘石,上市公司,经验5-10年,"移动互联网,广告营销",25k-35k,本科及以上
杭州,数据挖掘工程师,杭州,"数据挖掘,算法,数据处理",人工智能 关联创业企业 发展空间大,50-150人,昵图网,不需要融资,经验3-5年,电商,15k-30k,本科及以上
杭州,数据挖掘工程师,杭州,"算法,数据挖掘","AI,技术为核心,氛围好,美女如云",,艾耕科技,A轮,经验1-3年,"移动互联网,数据服务",15K-25K,本科及以上
杭州,数据挖掘工程师,杭州,"医疗健康,数据分析,数据挖掘","技术大拿多,晋升空间广,薪酬福利好",50-150人,贝安云,未融资,经验1-3年,"移动互联网,医疗丨健康",10k-15k,本科及以上
杭州,数据挖掘工程师,杭州,"移动互联网,大数据,Java,数据挖掘,数据分析",五险一金 交通补贴 弹性工作 扁平管理,50-150人,连信科技,不需要融资,经验3-5年,"移动互联网,金融",25k-40k,本科及以上
杭州,数据挖掘工程师,杭州,"移动互联网,大数据,SQL,数据库,数据分析","14薪,扁平,期权,自由度高",50-150人,大猷科技,天使轮,经验不限,"移动互联网,金融",15k-20k,本科及以上
杭州,数据挖掘工程师,杭州,"移动互联网,大数据,数据挖掘,数据分析,数据架构,Spark",五险一金 季度奖 出国游 年终奖,50-150人,杭州推宝科技有限公司,B轮,经验3-5年,移动互联网,20k-40k,本科及以上
杭州,数据挖掘工程师,杭州,"移动互联网,直播,数据挖掘,数据分析","福利待遇优,年轻有活力",,触手直播,D轮及以上,经验3-5年,移动互联网,15K-25K,本科及以上
杭州,数据挖掘工程师 (MJ000156),杭州,"机器学习,算法,数据挖掘",阿里系创业、云计算生态、餐补、双休,,袋鼠云,A轮,经验3-5年,数据服务,15k-30k,本科及以上
杭州,数据挖掘工程师（初级）,杭州,"算法,数据挖掘,数据处理",人工智能 关联创业企业 发展空间大,50-150人,昵图网,不需要融资,经验1年以下,电商,5k-10k,本科及以上
杭州,数据挖掘工程师算法工程师,杭州,"广告营销,算法,数据挖掘","包餐,六险一金,股权激励,年度旅游",500-2000人,光云科技,不需要融资,经验3-5年,"电商,数据服务",15K-25K,本科及以上
杭州,数据挖掘机器学习,杭州,"移动互联网,医疗健康,数据挖掘,算法","双休,全额公积金,boss牛,技术氛围佳",150-500人,禾连健康,B轮,经验3-5年,"移动互联网,医疗丨健康",20k-40k,硕士及以上
杭州,数据挖掘算法工程师,杭州,"NLP,算法,数据挖掘","工作有挑战,团队有激情,付出有回报",2000人以上,vivo,未融资,经验3-5年,硬件,25k-45k,本科及以上
杭州,数据挖掘算法工程师,杭州,"大数据,智能硬件,算法,数据分析,数据处理,数据挖掘","福利众多,五险一金,技术导向",,涂鸦智能,C轮,经验3-5年,"移动互联网,硬件",16k-32k,本科及以上
杭州,数据挖掘算法工程师,杭州,"移动互联网,智能硬件",独角兽企业；不打卡；打车免费,,涂鸦智能,C轮,经验5-10年,"移动互联网,硬件",16k-32k,本科及以上
杭州,数据挖掘知识图谱,杭州,"算法,NLP,数据挖掘,数据分析","AI,技术大牛，氛围好，领导nice",,艾耕科技,A轮,经验1-3年,"移动互联网,数据服务",20k-30k,本科及以上
杭州,算法工程师-NLPCV数据挖...,杭州,"机器学习,NLP,数据挖掘,计算机视觉","弹性工作,零食水果,大牛团队,五险一金",,艾耕科技,A轮,经验应届毕业生,"移动互联网,数据服务",3k-6k,硕士及以上
杭州,算法工程师-NLP数据挖掘...,杭州,"NLP,计算机视觉,数据挖掘,机器学习","弹性工作,周末双休,零食水果,五险一金",,艾耕科技,A轮,经验应届毕业生,"移动互联网,数据服务",15K-25K,硕士及以上
杭州,算法工程师-数据挖掘,杭州,"人工智能,机器学习,数据挖掘,算法","弹性工作,大牛同事,水果零食",,艾耕科技,A轮,经验3-5年,"移动互联网,数据服务",20k-40k,硕士及以上
杭州,算法数据挖掘技术专家高级...,杭州,算法,餐补；双休；五险一金；打车福利；带薪年假,500-2000人,未来酒店,不需要融资,经验3-5年,旅游,25k-50k,本科及以上
杭州,算法挖掘数据挖掘,杭州,"新零售,移动互联网,数据挖掘,算法,数据分析,数据处理",股票期权，五险一金，优秀同事，前景可期,50-150人,贴近Closer,不需要融资,经验3-5年,"移动互联网,文娱丨内容",25k-40k,硕士及以上
杭州,资深数据挖掘,杭州,"电商,Java,Hadoop,Spark,Scala","期权激励,管理扁平,六险一金,晋升空间",,海拍客,C轮,经验5-10年,电商,25k-35k,本科及以上
杭州,资深数据挖掘工程师,杭州,"推荐,数据挖掘,算法",核心算法岗位,2000人以上,网易,上市公司,经验3-5年,电商,25k-50k,本科及以上
杭州,资深数据挖掘工程师Leader,杭州,"人工智能,数据挖掘","弹性工作,零食水果,大牛团队,五险一金",,艾耕科技,A轮,经验3-5年,"移动互联网,数据服务",25k-50k,硕士及以上
杭州,资深数据挖掘架构师,杭州,"游戏,大数据,数据挖掘,算法,数据处理,数据分析",空间大 发展好 老板nice 奖金多,150-500人,浮云网络,上市公司,经验3-5年,"游戏,移动互联网",25k-35k,本科及以上
杭州,资深算法工程师（NLPCV数...,杭州,"深度学习,机器学习,人工智能","AI,年轻无极限,工程师文化领导nice",,艾耕科技,A轮,经验3-5年,"移动互联网,数据服务",30k-50k,硕士及以上
上海,（高级）用户数据挖掘工程师,上海,算法,六险一金，弹性工作，免费三餐，租房补贴,2000人以上,字节跳动,C轮,经验3-5年,文娱丨内容,30k-60k,本科及以上
上海,Python数据挖掘讲师,上海,"数据挖掘,数据分析,算法",年终奖、五险一金、年度旅游、带薪年假,150-500人,上海传智播客,上市公司,经验3-5年,"移动互联网,教育",25k-40k,本科及以上
上海,SFJ-大数据挖掘与分析工程...,上海,Hive,弹性工作时间 发展空间大 午餐补贴,2000人以上,顺丰科技有限公司,不需要融资,经验3-5年,物流丨运输,25k-50k,硕士及以上
上海,大数据挖掘工程师,上海,数据挖掘,"Top团队,福利好,环境佳,发展快",500-2000人,阅文集团,上市公司,经验不限,文娱丨内容,20k-40k,硕士及以上
上海,大数据挖掘技术专家-核心广...,上海,数据挖掘,六险一金，弹性工作，免费三餐，餐补,2000人以上,字节跳动,C轮,经验3-5年,文娱丨内容,25k-50k,本科及以上
上海,大数据挖掘人工智能神经...,上海,"人工智能,数据挖掘",晋升空间,,GeexFinance,A轮,经验1-3年,金融,20k-40k,本科及以上
上海,反作弊分析工程师、数据挖掘...,上海,"移动互联网,后端,Python,Shell,数据挖掘",1、团队氛围和谐、公司快速发展，前景明朗,500-2000人,趣头条,上市公司,经验3-5年,文娱丨内容,25k-45k,本科及以上
上海,高级数据挖掘,上海,数据分析,技术新颖；有发展、有前景；晋升机会多；,2000人以上,微创软件,不需要融资,经验3-5年,"企业服务,移动互联网",10k-20k,本科及以上
上海,高级数据挖掘工程师(上海),上海,"算法,数据挖掘","D轮+,14薪+,攻城狮氛围,弹性工作",,极光,上市公司,经验3-5年,企业服务,20k-35k,本科及以上
上海,高级算法-数据挖掘工程师,上海,"算法,数据挖掘,建模,机器学习","学习成长快,团队氛围好,发展空间大",50-150人,商涌网络,A轮,经验3-5年,数据服务,25k-50k,本科及以上
上海,高级资深数据挖掘工程师,上海,数据挖掘,六险一金，弹性工作，免费三餐，租房补贴,2000人以上,字节跳动,C轮,经验3-5年,文娱丨内容,30k-60k,本科及以上
上海,上海-机器学习数据挖掘工程师,上海,"云计算,大数据,人工智能,机器学习,建模,数据挖掘",大平台,2000人以上,腾讯,上市公司,经验5-10年,社交,30k-60k,本科及以上
上海,数据挖掘,上海,"大数据,数据挖掘",技术先进 互联网 金融,2000人以上,上海中软华腾软件系统有限公司,上市公司,经验不限,"企业服务,金融",9k-16k,本科及以上
上海,数据挖掘,上海,"社交,ETL,Java,Hadoop,数据仓库",超长假期，多元文化，自助午餐，英语课,50-150人,The NetCircle,不需要融资,经验3-5年,"社交,数据服务",18k-25k,本科及以上
上海,数据挖掘,上海,"数据挖掘,数据处理",绩效、补充公积金,50-150人,联元智能科技,A轮,经验3-5年,"移动互联网,数据服务",15k-30k,大专及以上
上海,数据挖掘,上海,"数据挖掘,算法",升职加薪，指日可待！！！,150-500人,旖美科技,A轮,经验不限,"数据服务,金融",15k-30k,硕士及以上
上海,数据挖掘,上海,"数据挖掘,算法","移动金融,未来金矿,精英团队,助力成长",,还呗-智能信贷领先者,B轮,经验5-10年,金融,30k-50k,本科及以上
上海,数据挖掘,上海,"算法,数据挖掘","团队实力强,大数据平台,稳定性好",2000人以上,上海中软华腾软件系统有限公司,上市公司,经验3-5年,"企业服务,金融",13k-25k,本科及以上
上海,数据挖掘 (高级资深专家),上海,数据挖掘,晋升空间大 期权福利好 开放的氛围,,哈啰出行,D轮及以上,经验3-5年,"移动互联网,硬件",15k-30k,本科及以上
上海,数据挖掘（开发工程师）,上海,数据挖掘,五险一金 技能培训 岗位晋升,500-2000人,易居克而瑞,上市公司,经验1-3年,"移动互联网,消费生活",10k-15k,本科及以上
上海,数据挖掘产品助理,上海,"大数据,数据分析,SaaS",大数据 热门领域 国际化团队,,simplyBrand,A轮,经验1-3年,数据服务,8k-10k,本科及以上
上海,数据挖掘分析师,上海,"电商,社交","数据分析,用户增长,社区电商,大牛多",500-2000人,小红书,D轮及以上,经验3-5年,消费生活,15k-30k,本科及以上
上海,数据挖掘高级工程师,上海,数据挖掘,六险一金，弹性工作，免费三餐，租房补贴,2000人以上,字节跳动,C轮,经验3-5年,文娱丨内容,20k-40k,本科及以上
上海,数据挖掘工程师,上海,"保险,互联网金融,Hadoop,算法,数据仓库,SQLServer",晋升空间，成长快 不定期公司内部培训,,众安保险,上市公司,经验3-5年,金融,15K-25K,硕士及以上
上海,数据挖掘工程师,上海,"大数据,ETL,数据挖掘,数据分析","知名产品,公司前景好,社交直播,数据丰富",,Rela热拉-多元女性社区,B轮,经验1-3年,"移动互联网,社交",12k-24k,本科及以上
上海,数据挖掘工程师,上海,"大数据,电商,算法,数据挖掘,数据处理,数据库开发",平台好，福利佳，团队好，潜力大,150-500人,上海第一财经数据,D轮及以上,经验3-5年,移动互联网,15K-25K,本科及以上
上海,数据挖掘工程师,上海,"大数据,数据挖掘,Hadoop","平台好,环境好,机会多,氛围好",15-50人,艾天科技,不需要融资,经验不限,"企业服务,数据服务",11k-22k,本科及以上
上海,数据挖掘工程师,上海,"大数据,移动互联网","大平台,中国平安",2000人以上,平安产险,上市公司,经验3-5年,金融,9k-18k,本科及以上
上海,数据挖掘工程师,上海,电商,跨境电商，平台好，扁平化管理,500-2000人,洋码头,C轮,经验3-5年,"移动互联网,电商",20k-25k,本科及以上
上海,数据挖掘工程师,上海,"电商,Hive,Spark,数据挖掘","""季度奖金，扁平化管理，福利好，环境好""",500-2000人,趣头条,上市公司,经验3-5年,文娱丨内容,30k-45k,本科及以上
上海,数据挖掘工程师,上海,"电商,教育,DBA,数据挖掘,算法",上市公司 六险一金 薪资不打折,2000人以上,精锐教育,上市公司,经验5-10年,教育,20k-30k,本科及以上
上海,数据挖掘工程师,上海,"电商,数据挖掘,Java",福利好，有发展,50-150人,清泓高分子,未融资,经验3-5年,其他,30k-60k,本科及以上
上海,数据挖掘工程师,上海,"电商,新零售,数据挖掘","年底双薪,开放自由,弹性工作制,免费咖啡",50-150人,瓴里网络,A轮,经验1-3年,移动互联网,15k-30k,本科及以上
上海,数据挖掘工程师,上海,"电商,新零售,数据挖掘,算法,NLP",员工餐厅 企业年金 超长年假 外企福利,2000人以上,宜家,不需要融资,经验3-5年,消费生活,1k-2k,本科及以上
上海,数据挖掘工程师,上海,"其他,数据挖掘,算法","AI,机器学习",50-150人,R2.ai,A轮,经验1-3年,人工智能,15k-30k,硕士及以上
上海,数据挖掘工程师,上海,"社交,本地生活,数据挖掘",快速成长,,鱼泡泡,B轮,经验3-5年,社交,20k-40k,本科及以上
上海,数据挖掘工程师,上海,数据挖掘,福利好、发展前景好,50-150人,上海纯米电子科技,C轮,经验1-3年,"移动互联网,电商",10k-20k,大专及以上
上海,数据挖掘工程师,上海,数据挖掘,平台大 公司前景好 福利多,,晶赞科技Zamplus,D轮及以上,经验3-5年,"数据服务,文娱丨内容",15k-30k,硕士及以上
上海,数据挖掘工程师,上海,数据挖掘,"平台好,大牛多,薪资待遇佳",,拼多多,上市公司,经验3-5年,"电商,移动互联网",25k-50k,本科及以上
上海,数据挖掘工程师,上海,数据挖掘,五险一金 绩效奖金 弹性工作,50-150人,安我,A轮,经验5-10年,医疗丨健康,20k-30k,硕士及以上
上海,数据挖掘工程师,上海,"数据挖掘,MySQL",AI行业独角兽，福利待遇好，弹性工作,2000人以上,商汤科技,C轮,经验1-3年,人工智能,20k-40k,硕士及以上
上海,数据挖掘工程师,上海,"数据挖掘,数据分析,算法",五险一金、交通补贴、通讯补贴、餐补,,上海厚相科技有限公司,A轮,经验1-3年,金融,10k-15k,本科及以上
上海,数据挖掘工程师,上海,"数据挖掘,算法,NLP,数据分析",免费班车，股票期权，年底双薪，补充公积金,2000人以上,NIO蔚来,上市公司,经验不限,"移动互联网,硬件",20k-35k,本科及以上
上海,数据挖掘工程师,上海,"数据挖掘,算法,数据处理",技术牛人多 工作氛围好 发展空间大,150-500人,名片全能王,C轮,经验3-5年,移动互联网,18k-35k,本科及以上
上海,数据挖掘工程师,上海,"算法,数据挖掘","有挑战,管理扁平,工程师文化",50-150人,上海展盟,不需要融资,经验1-3年,移动互联网,15k-30k,硕士及以上
上海,数据挖掘工程师,上海,"征信,算法,数据挖掘,数据分析","上市背景,发展潜力大,薪酬福利佳,领导好",50-150人,仁辉科技,不需要融资,经验1-3年,金融,13k-20k,本科及以上
上海,数据挖掘工程师,上海,"征信,算法,数据挖掘,数据分析",五险一金 商保 补充医保 年终福利丰厚 餐补,,快牛金科,B轮,经验1-3年,其他,15k-30k,硕士及以上
上海,数据挖掘工程师(J10257),上海,"数据挖掘,Oracle",免费三餐 弹性工作 七险一金,150-500人,医渡云（北京）技术有限公司,B轮,经验3-5年,"消费生活,医疗丨健康",15k-30k,本科及以上
上海,数据挖掘工程师（金融科技）,上海,"数据挖掘,数据分析",银行，国企,2000人以上,交银企服,上市公司,经验3-5年,"移动互联网,金融",10k-20k,本科及以上
上海,数据挖掘工程师(上海),上海,"算法,数据挖掘","D轮+,14薪+,攻城狮氛围,弹性工作",,极光,上市公司,经验1-3年,企业服务,15k-30k,本科及以上
上海,数据挖掘工程师-小米金融,上海,数据挖掘,丰厚绩效、技术大牛、股票激励,2000人以上,小米,D轮及以上,经验3-5年,硬件,25k-50k,本科及以上
上海,数据挖掘工程师专家,上海,数据挖掘,阿里巴巴+中兵合资,150-500人,千寻位置,不需要融资,经验5-10年,移动互联网,30k-60k,本科及以上
上海,数据挖掘机器学习工程师,上海,"大数据,算法,数据挖掘","大数据,知识图谱",150-500人,明略数据,C轮,经验不限,数据服务,35k-60k,本科及以上
上海,数据挖掘机器学习实习工程师,上海,"深度学习,搜索,推荐,人工智能",关注成长,15-50人,邻我科技,天使轮,经验不限,社交,5k-9k,本科及以上
上海,数据挖掘机器学习实习生,上海,"大数据,企业服务,人工智能,机器学习,深度学习,图像处理",关注成长,15-50人,上海邻我信息技术有限公司,天使轮,经验不限,"移动互联网,社交",4k-8k,本科及以上
上海,数据挖掘讲师,上海,"数据挖掘,算法,数据分析",不打卡、扁平管理、年度旅游、公司氛围好,2000人以上,传智播客,上市公司,经验5-10年,"移动互联网,教育",25k-40k,本科及以上
上海,数据挖掘开发,上海,"医疗健康,大数据,Java,数据挖掘","不加班,福利多,多元文化,练习英语",50-150人,The NetCircle,不需要融资,经验3-5年,"社交,数据服务",20k-35k,本科及以上
上海,数据挖掘实习生,上海,"机器学习,深度学习,建模,数据挖掘","弹性工作,年底双薪,大牛团队,带薪年假",15-50人,品见智能,不需要融资,经验不限,数据服务,4k-8k,硕士及以上
上海,数据挖掘实习-钥匙,上海,"移动互联网,数据挖掘","弹性工作,工作氛围好,福利待遇好",500-2000人,掌门集团,B轮,经验应届毕业生,"移动互联网,消费生活",3k-4k,本科及以上
上海,数据挖掘算法工程师,上海,"银行,Spark,算法,数据挖掘,Java",带薪年假，全额公积金，双休，绩效奖金,2000人以上,上海中软华腾软件系统有限公司,上市公司,经验3-5年,"企业服务,金融",13k-20k,本科及以上
上海,数据挖掘算法工程师（信贷风...,上海,"Spark,算法,数据挖掘",五险一金、绩效奖金、带薪年假、行业前沿,,同盾科技,C轮,经验3-5年,"信息安全,数据服务",10k-20k,本科及以上
上海,数据挖掘研究员,上海,"数据挖掘,算法,数据分析",大牛云集；扁平管理,2000人以上,商汤科技,C轮,经验1-3年,人工智能,20k-40k,本科及以上
上海,数据挖掘研究员,上海,"证券期货,投资融资,算法,数据挖掘,数据分析","核心产品,六险一金,上市公司,周末双休",15-50人,信易科技,上市公司,经验应届毕业生,金融,10k-20k,学历不限
上海,数据挖掘与机器学习算法工程师,上海,数据挖掘,六险一金，租房补贴，扁平管理，过亿用户,2000人以上,字节跳动,C轮,经验1-3年,文娱丨内容,25k-50k,本科及以上
上海,数据挖掘专家,上海,"大数据,互联网金融,数据挖掘,算法",体系化培养、领导nice,2000人以上,拍拍贷,上市公司,经验3-5年,金融,28k-45k,硕士及以上
上海,数据挖掘专家,上海,"电商,本地生活,数据挖掘","标配Mac,力学座椅,商业保险",,饿了么,D轮及以上,经验3-5年,消费生活,30k-40k,学历不限
上海,数据挖掘专家,上海,"算法,数据挖掘",上市公司，发展空间大,2000人以上,拍拍贷,上市公司,经验不限,金融,20k-35k,学历不限
上海,数据挖掘专家III,上海,大数据,上市公司，发展空间大,2000人以上,拍拍贷,上市公司,经验3-5年,金融,20k-30k,本科及以上
上海,数据挖掘资深专家,上海,"大数据,金融,数据挖掘",体系化培养、领导nice,2000人以上,拍拍贷,上市公司,经验5-10年,金融,50k-80k,硕士及以上
上海,算法工程师(数据挖掘),上海,"算法,数据挖掘,数据分析","保底14薪,E轮",,哈啰出行,D轮及以上,经验3-5年,"移动互联网,硬件",20k-40k,本科及以上
上海,算法数据挖掘高级工程师,上海,"大数据,算法","Top团队,福利好,发展快,环境佳",500-2000人,阅文集团,上市公司,经验3-5年,文娱丨内容,30k-50k,本科及以上
上海,运维数据挖掘专家,上海,数据挖掘,打造AIOT时代的智能运维平台,150-500人,千寻位置,不需要融资,经验3-5年,移动互联网,30k-60k,本科及以上
上海,资深数据挖掘,上海,"移动互联网,数据挖掘,数据分析",发展空间大，非996，15到20薪,500-2000人,趣头条,上市公司,经验应届毕业生,文娱丨内容,30k-60k,大专及以上
上海,资深数据挖掘分析师,上海,"移动互联网,大数据","数据分析,用户增长,社区电商,大牛多",500-2000人,小红书,D轮及以上,经验3-5年,消费生活,25k-40k,本科及以上
深圳,032182-数据挖掘工程师-数...,深圳,数据挖掘,"大平台,专业团队,高福利",2000人以上,平安产险,上市公司,经验5-10年,金融,15k-30k,本科及以上
深圳,0322Y4-数据挖掘岗,深圳,"数据挖掘,数据分析","五险一金,带薪年假,定期体检,节日福利",2000人以上,平安产险,上市公司,经验3-5年,金融,16k-32k,硕士及以上
深圳,032398-数据挖掘岗,深圳,大数据,"五险一金,绩效奖金,带薪年假,定期体检",2000人以上,平安产险,上市公司,经验3-5年,金融,16k-32k,硕士及以上
深圳,11219F-大数据挖掘岗,深圳,"云计算,数据挖掘","五险一金,带薪年假,节日福利",2000人以上,平安科技,不需要融资,经验3-5年,金融,15k-20k,本科及以上
深圳,1121AE-数据挖掘工程师,深圳,"金融,大数据,建模,数据挖掘,机器学习,深度学习","五险一金,绩效奖金,带薪年假,定期体检",2000人以上,平安科技,不需要融资,经验3-5年,金融,20k-40k,本科及以上
