城市名称,标题,地点,岗位标签,岗位福利,公司规模,公司名称,融资情况,经验,所属行业,薪资,学历
深圳,1121GB-数据挖掘工程师（平...,深圳,"云计算,大数据,数据挖掘","五险一金,带薪年假,节日福利,绩效奖金",2000人以上,平安科技,不需要融资,经验5-10年,金融,20k-40k,本科及以上
深圳,30359-数据挖掘高级工程师,深圳,"数据挖掘,Hadoop",大公司 大平台,2000人以上,腾讯,上市公司,经验3-5年,社交,18k-36k,本科及以上
深圳,30360-用户增长数据挖掘高...,深圳,"数据挖掘,Spark,Java",平台大,2000人以上,腾讯,上市公司,经验3-5年,社交,20k-40k,本科及以上
深圳,DSJ-大数据挖掘与分析工程师,深圳,Hive,弹性工作时间 发展空间大 午餐补贴,2000人以上,顺丰科技有限公司,不需要融资,经验3-5年,物流丨运输,25k-50k,硕士及以上
深圳,DSJ-高级大数据挖掘与分析...,深圳,"数据分析,Hive",弹性工作时间 发展空间大 午餐补贴,2000人以上,顺丰科技有限公司,不需要融资,经验5-10年,物流丨运输,30k-55k,本科及以上
深圳,DSQ-大数据挖掘与分析高级...,深圳,"数据挖掘,算法",重点项目 技术氛围,2000人以上,顺丰科技有限公司,不需要融资,经验5-10年,物流丨运输,25k-35k,本科及以上
深圳,FWZ-大数据挖掘与分析工程师,深圳,"数据挖掘,数据分析,Hive,算法",项目奖励、发展空间大,2000人以上,顺丰科技有限公司,不需要融资,经验3-5年,物流丨运输,20k-40k,本科及以上
深圳,PCG04-数据挖掘工程师（深圳）,深圳,"数据挖掘,MySQL,数据分析",大公司 大平台,2000人以上,腾讯,上市公司,经验3-5年,社交,18k-36k,本科及以上
深圳,ZQC-数据挖掘工程师(个贷方向),深圳,"数据挖掘,数据架构,数据分析",五险一金 绩效奖金 带薪年假,2000人以上,微众银行,未融资,经验1-3年,金融,15K-25K,本科及以上
深圳,大数据挖掘（Spark\机器学习）,深圳,"数据挖掘,数据分析,Hadoop,Hive",银行编制！核心岗位！薪酬福利好,2000人以上,中信银行信用卡中心,上市公司,经验3-5年,"移动互联网,金融",30k-60k,本科及以上
深圳,大数据挖掘工程师,深圳,"数据挖掘,数据仓库,Oracle,MySQL",弹性工作制 年中奖金 年终奖,150-500人,Immotor易马达科技,B轮,经验3-5年,"硬件,移动互联网",15K-25K,本科及以上
深圳,高级数据挖掘工程师,深圳,"大数据,数据挖掘",初创公司、朝阳行业、广阔的发展空间,500-2000人,招联金融,不需要融资,经验5-10年,金融,18k-30k,本科及以上
深圳,高级数据挖掘工程师,深圳,"大数据,数据挖掘,机器学习,人工智能",大公司大平台，福利待遇好,2000人以上,腾讯,上市公司,经验1-3年,社交,15k-30k,本科及以上
深圳,高级数据挖掘工程师,深圳,"数据挖掘,算法",大数据金融,150-500人,鹏元征信有限公司,不需要融资,经验3-5年,"金融,数据服务",25k-35k,本科及以上
深圳,高级数据挖掘工程师,深圳,"算法,数据挖掘,数据分析","金融,福利好",2000人以上,中信银行信用卡中心,上市公司,经验3-5年,"移动互联网,金融",25k-40k,本科及以上
深圳,高级数据挖掘工程师（深圳）,深圳,"大数据,数据挖掘,算法,数据分析","纳斯达克上市,大数据平台,攻城狮氛围",,极光,上市公司,经验3-5年,企业服务,20k-40k,本科及以上
深圳,企鹅号数据挖掘工程师,深圳,移动互联网,"福利好,平台大,薪酬高",2000人以上,腾讯,上市公司,经验3-5年,社交,18k-36k,本科及以上
深圳,企鹅号数据挖掘工程师-图像...,深圳,"数据挖掘,算法","福利好,平台大,薪酬高",2000人以上,腾讯,上市公司,经验5-10年,社交,30k-60k,硕士及以上
深圳,深圳-机器学习数据挖掘工程师,深圳,"云计算,大数据,机器学习,数据挖掘,建模,人工智能",大平台,2000人以上,腾讯,上市公司,经验5-10年,社交,30k-60k,本科及以上
深圳,数据分析数据挖掘工程师,深圳,"电商,房产服务,BI,可视化,数据分析","爸爸是万科,扁平化管理，员工福利棒",500-2000人,小泊,不需要融资,经验3-5年,消费生活,10k-20k,本科及以上
深圳,数据挖掘,深圳,数据挖掘,行业风口 高速发展 发展机会多,2000人以上,前海联动云,不需要融资,经验1-3年,消费生活,15k-20k,本科及以上
深圳,数据挖掘,深圳,数据挖掘,五险一金 带薪年假 领导好 发展空间大,50-150人,银管家,不需要融资,经验3-5年,"移动互联网,金融",15K-25K,本科及以上
深圳,数据挖掘,深圳,"数据挖掘,数据分析","奖金期权,薪资优渥,社交大咖",,忆年,B轮,经验3-5年,"移动互联网,社交",15k-20k,本科及以上
深圳,数据挖掘分析师,深圳,"数据挖掘,数据分析",优秀者可成为合伙人,50-150人,星道教育,未融资,经验3-5年,"移动互联网,教育",10k-14k,本科及以上
深圳,数据挖掘工程师,深圳,"Hadoop,数据挖掘","技术牛,高成长空间,福利好,氛围好",,我来贷WeLab,B轮,经验3-5年,金融,18k-35k,本科及以上
深圳,数据挖掘工程师,深圳,"保险,互联网金融","五险一金,商业保险,企业年金,领导好",2000人以上,平安人寿,上市公司,经验不限,金融,20k-40k,本科及以上
深圳,数据挖掘工程师,深圳,"大数据,NLP,算法,数据挖掘",大牛带队、自我提升、股票期权,15-50人,微赢世纪,天使轮,经验3-5年,"人工智能,工具",20k-40k,本科及以上
深圳,数据挖掘工程师,深圳,"大数据,房产服务,算法,数据挖掘,数据分析",周末双休 带薪年假 定期体检 晋升空间大,2000人以上,世联评估,不需要融资,经验3-5年,企业服务,12k-15k,本科及以上
深圳,数据挖掘工程师,深圳,"大数据,数据挖掘,数据分析",弹性上班、午餐 、海归精英多、技术氛围好,,小库科技,A轮,经验3-5年,移动互联网,15k-30k,本科及以上
深圳,数据挖掘工程师,深圳,"大数据,算法,数据挖掘","免费班车,带薪年假",2000人以上,TP-LINK,不需要融资,经验不限,硬件,10k-15k,本科及以上
深圳,数据挖掘工程师,深圳,"大数据,移动互联网,算法,数据挖掘","平台大,千万日活,氛围好",2000人以上,vivo,未融资,经验3-5年,硬件,25k-50k,本科及以上
深圳,数据挖掘工程师,深圳,"电商,大数据,算法,数据挖掘,数据分析,数据处理",华为系，技术氛围好，成长空间大,,翼果科技,天使轮,经验不限,"大数据,互联网,移动互联网",10k-19k,本科及以上
深圳,数据挖掘工程师,深圳,"互联网金融,保险,数据挖掘,Spark,MySQL,数据处理",高薪岗位，发展空间大。,150-500人,家德固,不需要融资,经验3-5年,移动互联网,25k-50k,本科及以上
深圳,数据挖掘工程师,深圳,"互联网金融,数据挖掘,算法,NLP,数据处理",五险一金 年底双薪 节日礼物 文体活动,2000人以上,拉卡拉,未融资,经验5-10年,金融,25k-50k,本科及以上
深圳,数据挖掘工程师,深圳,"教育,移动互联网,算法,Spark,Hadoop,Java","IP品牌,有爱团队,周末双休,福利多多",,有伴科技,C轮,经验1-3年,"移动互联网,教育",15K-25K,硕士及以上
深圳,数据挖掘工程师,深圳,数据挖掘,"14薪起,大牛云集,海量数据,股票期权",,数位科技,B轮,经验3-5年,企业服务,20k-40k,本科及以上
深圳,数据挖掘工程师,深圳,数据挖掘,包午晚餐 交通便利 福利诱人 团队专业,150-500人,SEE小电铺,C轮,经验1-3年,移动互联网,15k-30k,本科及以上
深圳,数据挖掘工程师,深圳,数据挖掘,成长空间大。,15-50人,上海勤劝教育,天使轮,经验5-10年,"移动互联网,教育",30k-50k,本科及以上
深圳,数据挖掘工程师,深圳,数据挖掘,"发展空间大,团队氛围好,股票期权",150-500人,房极客,B轮,经验1-3年,"移动互联网,企业服务",12k-20k,本科及以上
深圳,数据挖掘工程师,深圳,数据挖掘,发展前景,150-500人,WeSure微保,不需要融资,经验不限,金融,15k-30k,本科及以上
深圳,数据挖掘工程师,深圳,数据挖掘,高额年终奖 团建 体检 旅游,500-2000人,海南新浪爱问普惠科技有限公司,未融资,经验3-5年,金融,21k-30k,本科及以上
深圳,数据挖掘工程师,深圳,数据挖掘,数据挖掘,500-2000人,精准科技,不需要融资,经验3-5年,移动互联网,25k-50k,本科及以上
深圳,数据挖掘工程师,深圳,数据挖掘,"双休,带薪年假,节日福利",500-2000人,万普瑞邦,C轮,经验1-3年,"移动互联网,医疗丨健康",10k-20k,大专及以上
深圳,数据挖掘工程师,深圳,"数据挖掘,数据架构,算法",团队年轻 扁平化管理 发展空间大,150-500人,深圳市库盒科技有限公司,B轮,经验1-3年,移动互联网,18k-30k,本科及以上
深圳,数据挖掘工程师,深圳,"数据挖掘,算法",发展前景好，团队氛围棒,2000人以上,珍爱网,不需要融资,经验3-5年,"社交,消费生活",18k-30k,硕士及以上
深圳,数据挖掘工程师,深圳,"算法,数据挖掘",上市公司、技术氛围好、弹性工作制,,极光,上市公司,经验1-3年,企业服务,15k-30k,本科及以上
深圳,数据挖掘工程师,深圳,"新零售,数据挖掘","发展空间大,品牌影响大",2000人以上,顺丰-丰e足食,上市公司,经验3-5年,"移动互联网,消费生活",20k-35k,本科及以上
深圳,数据挖掘工程师(J10153),深圳,数据挖掘,福利好，环境好，水果，双休，领导nice,150-500人,传易,不需要融资,经验1-3年,"移动互联网,社交",15K-25K,学历不限
深圳,数据挖掘工程师（财务分析方向）,深圳,"移动互联网,新零售,数据挖掘,数据分析,MySQL",公司品牌,2000人以上,顺丰-丰e足食,上市公司,经验3-5年,"移动互联网,消费生活",15K-25K,本科及以上
深圳,数据挖掘工程师（反欺诈）,深圳,"数据挖掘,数据分析",3亿用户、大咖多、氛围好、福利优厚,,随手科技,C轮,经验1-3年,金融,13k-25k,本科及以上
深圳,数据挖掘工程师（推荐方向）,深圳,"算法,数据挖掘,数据分析","待遇优厚,成长空间大,弹性上班,下午茶",,小步网络,B轮,经验3-5年,移动互联网,20k-40k,本科及以上
深圳,数据挖掘工程师-风控业务,深圳,"",弹性工作，免费三餐，租房补贴，休闲下午茶,2000人以上,字节跳动,C轮,经验3-5年,文娱丨内容,25k-50k,本科及以上
深圳,数据挖掘工程师-游戏,深圳,数据挖掘,六险一金，弹性工作，免费三餐，租房补贴,2000人以上,字节跳动,C轮,经验不限,文娱丨内容,25k-50k,本科及以上
深圳,数据挖掘机器学习算法工程师,深圳,"","央企,制度完善,福利齐全",,拉勾猎头,D轮及以上,经验3-5年,"移动互联网,企业服务",30k-50k,硕士及以上
深圳,数据挖掘机器学习算法工程师,深圳,"大数据,金融","工作氛围好,福利待遇好",2000人以上,中国中投证券,不需要融资,经验3-5年,金融,15K-25K,硕士及以上
深圳,数据挖掘开发工程师(003706),深圳,通信网络设备,"股票期权,千万级用户,福利待遇好",2000人以上,vivo,未融资,经验3-5年,硬件,15k-30k,本科及以上
深圳,数据挖掘实习,深圳,"本地生活,信息安全","博士内推,成长空间大,氛围轻松",少于15人,超级码力,天使轮,经验应届毕业生,"移动互联网,消费生活",3k-6k,本科及以上
深圳,数据挖掘实习生,深圳,数据挖掘,弹性工作，免费三餐，租房补贴，休闲下午茶,2000人以上,字节跳动,C轮,经验不限,文娱丨内容,8k-15k,本科及以上
深圳,数据挖掘实习生,深圳,数据挖掘,工作氛围好,150-500人,华阅文化,A轮,经验应届毕业生,移动互联网,3k-5k,本科及以上
深圳,数据挖掘算法工程师,深圳,"大数据,Hadoop,Java,算法,数据挖掘",平台大，福利好，薪酬高，成长快,2000人以上,腾讯,上市公司,经验3-5年,社交,20k-30k,本科及以上
深圳,数据挖掘算法工程师,深圳,"算法,数据挖掘",六险一金，弹性工作，免费三餐，租房补贴,2000人以上,字节跳动,C轮,经验3-5年,文娱丨内容,25k-50k,本科及以上
深圳,数据挖掘算法工程师（2020珍...,深圳,数据挖掘,"工作环境佳,平台大,周末双休",2000人以上,珍爱网,不需要融资,经验应届毕业生,"社交,消费生活",15K-25K,本科及以上
深圳,数据挖掘算法工程师-lark,深圳,数据挖掘,六险一金，高薪期权，弹性工作，免费三餐,2000人以上,字节跳动,C轮,经验3-5年,文娱丨内容,30k-60k,本科及以上
深圳,数据挖掘专家,深圳,"数据挖掘,算法,MySQL","季度奖金,年度奖金",,深圳市麦谷科技有限公司,A轮,经验5-10年,"移动互联网,数据服务",30k-50k,硕士及以上
深圳,数据挖掘总监,深圳,"互联网金融,数据挖掘,数据分析","领导好,发展空间",500-2000人,飞贷金融科技,B轮,经验5-10年,"移动互联网,金融",30k-60k,本科及以上
深圳,搜索数据挖掘高级研发工程...,深圳,"移动互联网,数据挖掘,搜索","弹性工作,股票期权,奖金丰厚,福利待遇好",2000人以上,OPPO,不需要融资,经验3-5年,硬件,25k-50k,本科及以上
深圳,图数据挖掘工程师,深圳,"互联网金融,电商,Python","发展平台大,期权年终,弹性上班",,AKULAKU,D轮及以上,经验不限,"移动互联网,金融",23k-35k,本科及以上
深圳,用户数据挖掘工程师,深圳,算法,六险一金，高薪期权，弹性工作，免费三餐,2000人以上,字节跳动,C轮,经验3-5年,文娱丨内容,30k-60k,本科及以上
深圳,用户数据挖掘工程师,深圳,移动互联网,六险一金，租房补贴，免费三餐，弹性工作,2000人以上,字节跳动,C轮,经验不限,文娱丨内容,20k-40k,本科及以上
深圳,游戏安全数据挖掘工程师,深圳,数据挖掘,弹性工作，免费三餐，租房补贴，休闲下午茶,2000人以上,字节跳动,C轮,经验3-5年,文娱丨内容,25k-50k,本科及以上
深圳,资深数据挖掘工程师,深圳,"大数据,BI,数据分析,数据库,SPSS",薪资open,50-150人,顶尖传奇,未融资,经验3-5年,文娱丨内容,60k-100k,本科及以上
深圳,资深数据挖掘工程师,深圳,"数据挖掘,Hive",弹性工作制，工资加奖金，薪资可谈。,15-50人,联医科技,未融资,经验3-5年,"移动互联网,医疗丨健康",28k-40k,硕士及以上
深圳,资深数据挖掘工程师 (MJ000...,深圳,数据挖掘,大牛同事,,追一科技,C轮,经验3-5年,"移动互联网,企业服务",25k-50k,硕士及以上
武汉,机器学习数据挖掘研发工程师,武汉,"算法,数据挖掘,数据分析","新零售,平台大,技术氛围好,大牛多",500-2000人,Today今天连锁便利,B轮,经验3-5年,消费生活,15k-30k,本科及以上
武汉,数据挖掘,武汉,"Java,Scala,算法,数据架构","程序开发设,数据分析,数据挖掘,算法实现",150-500人,福韵数据服务有限公司,A轮,经验1-3年,"移动互联网,数据服务",10k-20k,本科及以上
武汉,数据挖掘,武汉,数据挖掘,平台稳定,2000人以上,上海大大浦东新区公司分公司,上市公司,经验5-10年,金融,12k-22k,本科及以上
武汉,数据挖掘,武汉,数据挖掘,央企福利 大项目学习机会,500-2000人,烽火众智,不需要融资,经验应届毕业生,移动互联网,1k-2k,本科及以上
武汉,数据挖掘,武汉,"数据挖掘,数据分析","奖金期权,薪资优渥,社交大咖",,忆年,B轮,经验3-5年,"移动互联网,社交",15k-20k,本科及以上
武汉,数据挖掘,武汉,"算法,Hadoop,数据挖掘,NLP",六险一金，弹性工作时间,2000人以上,武汉佰钧成技术有限公司,不需要融资,经验不限,移动互联网,15K-25K,本科及以上
武汉,数据挖掘工程师,武汉,"大数据,数据挖掘,数据分析,数据处理",五险一金、弹性工作、双休、团队氛围好,2000人以上,小米,D轮及以上,经验3-5年,硬件,18k-36k,本科及以上
武汉,数据挖掘工程师,武汉,"数据挖掘,数据处理",空间大 成长快,,斗鱼直播,D轮及以上,经验3-5年,文娱丨内容,15K-25K,本科及以上
武汉,数据挖掘工程师,武汉,"信息安全,数据挖掘",带薪年假、免费零食、班车接送、扁平管理,150-500人,武汉安天,未融资,经验不限,移动互联网,9k-14k,本科及以上
武汉,数据挖掘工程师 — 大数据,武汉,"Hadoop,Spark","五险一金,餐补,年终奖,人工智能",2000人以上,小米,D轮及以上,经验1-3年,硬件,13k-25k,本科及以上
武汉,数据挖掘工程师 — 小爱同学,武汉,"Spark,Hadoop","五险一金,餐补,年终奖,人工智能",2000人以上,小米,D轮及以上,经验1-3年,硬件,13k-25k,本科及以上
武汉,数据挖掘工程师-大数据,武汉,"大数据,数据挖掘","发展空间大,团队氛围棒",2000人以上,小米,D轮及以上,经验3-5年,硬件,18k-35k,本科及以上
